route_name,route_type,stop_id,stop_name,sequence,longitude,latitude
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_13,PDK,13,104.725187690695,-2.90727174615211
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_14,Simpang Bandara A,14,104.727297415991,-2.90295760181717
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_15,Simpang Talang Jambe,15,104.726002273989,-2.89565880265001
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_16,YAPIS Hikmatul Furqon A,16,104.722742598362,-2.89601508476471
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_17,Perum Graha Utama Bandara,17,104.719088671088,-2.89573909935291
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_18,Simpang Karantina A,18,104.716342841057,-2.89623394890395
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_19,Simpang Karantina B,19,104.716343276861,-2.8961638131922
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_20,Perum Graha Utama Bandara B,20,104.718959644092,-2.89567352168743
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_21,YAPIS Hikmatul Furqon B,21,104.724583911283,-2.89500452115879
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_22,Lorong Bambu Kuning,22,104.72572746987,-2.89663804481032
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_23,PDK B,23,104.724864621922,-2.90784879763623
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_24,Palembang Asrama Haji,24,104.71835103394,-2.90966723705134
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_25,BCA,25,104.716134028208,-2.91031157017995
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_26,Asrama Haji A,26,104.712210293682,-2.91704081891895
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_27,LRT Asrama Haji,27,104.711913739659,-2.91955842267099
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_28,Simpang Karantina B,28,104.716343276861,-2.8961638131922
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_29,Perum Graha Utama Bandara B,29,104.718959644092,-2.89567352168743
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_30,YAPIS Hikmatul Furqon B,30,104.724583911283,-2.89500452115879
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_31,Lorong Bambu Kuning,31,104.72572746987,-2.89663804481032
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_32,PDK B,32,104.724864621922,-2.90784879763623
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_33,Palembang Asrama Haji,33,104.71835103394,-2.90966723705134
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_34,BCA,34,104.716134028208,-2.91031157017995
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_35,Asrama Haji A,35,104.712210293682,-2.91704081891895
Koridor 8 - ASRAMA HAJI - TALANG JAMBE,angkot_feeder,AF_Koridor 8 - ASRAMA HAJI - TALANG JAMBE_36,LRT Asrama Haji,36,104.711913739659,-2.91955842267099
Koridor 2,teman_bus,TB_2_1,Terminal sako,1,104.7903950700001,-2.931505699999946
Koridor 2,teman_bus,TB_2_2,H.simpang bombat,2,104.7864796300001,-2.934411429999955
Koridor 2,teman_bus,TB_2_3,H.lorong manalagi A,3,104.78316641,-2.936946529999943
Koridor 2,teman_bus,TB_2_4,H. sapta marga,4,104.7834042300001,-2.94080914999995
Koridor 2,teman_bus,TB_2_5,H.spbu cilentang,5,104.7844734600001,-2.94328693999995
Koridor 2,teman_bus,TB_2_6,H.Grand garden,6,104.7855403300001,-2.94719189999995
Koridor 2,teman_bus,TB_2_7,H.Simpang celentang A,7,104.7854903000001,-2.949698699999942
Koridor 2,teman_bus,TB_2_8,H. BHL,8,104.7833798900001,-2.950334729999952
Koridor 2,teman_bus,TB_2_9,H. kusuma bangsa B,9,104.77724398,-2.949140389999968
Koridor 2,teman_bus,TB_2_10,H. tunas bangsa,10,104.77284574,-2.949453109999979
Koridor 2,teman_bus,TB_2_11,H. PTC A,11,104.7612299300001,-2.951879189999943
Koridor 2,teman_bus,TB_2_12,H. spbu sukamto,12,104.75875067,-2.952192999999966
Koridor 2,teman_bus,TB_2_13,H.BLPT A,13,104.7526711,-2.953506119999929
Koridor 2,teman_bus,TB_2_14,H. smp 9/10,14,104.7508899900001,-2.954187629999979
Koridor 2,teman_bus,TB_2_15,H. rimba kemuning A,15,104.7434213700001,-2.957028359999924
Koridor 2,teman_bus,TB_2_16,H. transit gloria polda,16,104.7408785700001,-2.962608629999977
Koridor 2,teman_bus,TB_2_17,H. PDAM,17,104.74066507,-2.962707569999964
Koridor 2,teman_bus,TB_2_18,H. smkn 2,18,104.73506632,-2.966208399999971
Koridor 2,teman_bus,TB_2_19,H. rs siti khodija A,19,104.73118872,-2.970936649999942
Koridor 2,teman_bus,TB_2_20,H. BCA,20,104.72734274,-2.974222669999961
Koridor 2,teman_bus,TB_2_21,H. perpustakaan daerah A,21,104.7257942300001,-2.976122439999926
Koridor 2,teman_bus,TB_2_22,H. Capil,22,104.7246680900001,-2.978650949999974
Koridor 2,teman_bus,TB_2_23,H. bengkel pass,23,104.7244442800001,-2.983935419999966
Koridor 2,teman_bus,TB_2_24,H. prameswara A,24,104.7254156600001,-2.987684319999971
Koridor 2,teman_bus,TB_2_25,H. simpang sma 10 A,25,104.7266623800001,-2.99189526999993
Koridor 2,teman_bus,TB_2_26,H. smkn 3,26,104.7300787600001,-2.987392229999955
Koridor 2,teman_bus,TB_2_27,H. Unsri A,27,104.7323203400001,-2.987073259999932
Koridor 2,teman_bus,TB_2_28,H. padang selasa,28,104.7338621600001,-2.988838299999941
Koridor 2,teman_bus,TB_2_29,H. PHB A,29,104.74230636,-2.987270619999947
Koridor 2,teman_bus,TB_2_30,H. jasarahaja,30,104.74409961,-2.986743839999974
Koridor 2,teman_bus,TB_2_31,H. PDPDE,31,104.74459132,-2.983273849999932
Koridor 2,teman_bus,TB_2_32,H. bank mandiri,32,104.7452239,-2.981669579999959
Koridor 2,teman_bus,TB_2_33,H. Simpang PI,33,104.7446109700001,-2.977004399999957
Koridor 2,teman_bus,TB_2_34,H. PI,34,104.7464062000001,-2.978619549999966
Koridor 2,teman_bus,TB_2_35,H. Kantor Pos,35,104.7454532800001,-2.98151831999996
Koridor 2,teman_bus,TB_2_36,H. Kantor Camat Bukit Kecil,36,104.7446750200001,-2.983657639999953
Koridor 2,teman_bus,TB_2_37,H. Gajah Mada,37,104.74437707,-2.985556699999949
Koridor 2,teman_bus,TB_2_38,H. PHB,38,104.7418254000001,-2.98748221999997
Koridor 2,teman_bus,TB_2_39,H. Kemang Manis,39,104.7383137000001,-2.98917351999997
Koridor 2,teman_bus,TB_2_40,H. Pasca Sarjana,40,104.7290500200001,-2.990337549999939
Koridor 2,teman_bus,TB_2_41,H. Simpang SMA 10,41,104.7266162800001,-2.992099119999984
Koridor 2,teman_bus,TB_2_42,H. Parameswara,42,104.7255322200001,-2.988501749999978
Koridor 2,teman_bus,TB_2_43,H. PMK,43,104.72438443,-2.984213029999982
Koridor 2,teman_bus,TB_2_44,H. Kancil Putih,44,104.72422077,-2.980254319999975
Koridor 2,teman_bus,TB_2_45,H. Perpustakaan Daerah,45,104.72561418,-2.976196629999948
Koridor 2,teman_bus,TB_2_46,H. RS Siti Khadijah,46,104.7320567400001,-2.970041249999959
Koridor 2,teman_bus,TB_2_47,H. Griya Agung,47,104.7269361800001,-2.974471639999954
Koridor 2,teman_bus,TB_2_48,H. LRT Demang,48,104.7357951000001,-2.964321549999969
Koridor 2,teman_bus,TB_2_49,H. Sersan Sani,49,104.75017289,-2.954229399999978
Koridor 2,teman_bus,TB_2_50,H. BLPTB,50,104.75304714,-2.953209299999967
Koridor 2,teman_bus,TB_2_51,H. R. Sukamto,51,104.7574669900001,-2.952100319999948
Koridor 2,teman_bus,TB_2_52,H. PTC,52,104.7612915400001,-2.951715289999955
Koridor 2,teman_bus,TB_2_53,H. Komplek Kedamaian,53,104.7748273400001,-2.949168849999982
Koridor 2,teman_bus,TB_2_54,H. Kumbang,54,104.7776538000001,-2.949017349999993
Koridor 2,teman_bus,TB_2_55,H. PLN Celentang,55,104.7843666600001,-2.950404679999959
Koridor 2,teman_bus,TB_2_56,H. The Basilica,56,104.7854418900001,-2.948831059999997
Koridor 2,teman_bus,TB_2_57,H. Azzahra,57,104.7840244100001,-2.94239789999995
Koridor 2,teman_bus,TB_2_58,H. Lrg Pancasila,58,104.7829736900001,-2.939994559999954
Koridor 2,teman_bus,TB_2_59,H. Lrg. Manalagi,59,104.78297301,-2.937059149999928
Koridor 2,teman_bus,TB_2_60,Terminal Sako,60,104.79039943,-2.931202319999961
Koridor 5,teman_bus,TB_5_1,Stop 1,1,104.68,-2.96126
Koridor 5,teman_bus,TB_5_2,Stop 2,2,104.68,-2.96123
Koridor 5,teman_bus,TB_5_3,Stop 3,3,104.681,-2.96105
Koridor 5,teman_bus,TB_5_4,Stop 4,4,104.681,-2.96116
Koridor 5,teman_bus,TB_5_5,Stop 5,5,104.682,-2.96118
Koridor 5,teman_bus,TB_5_6,Stop 6,6,104.683,-2.96278
Koridor 5,teman_bus,TB_5_7,Stop 7,7,104.683,-2.963
Koridor 5,teman_bus,TB_5_8,Stop 8,8,104.683,-2.96622
Koridor 5,teman_bus,TB_5_9,Stop 9,9,104.683,-2.96715
Koridor 5,teman_bus,TB_5_10,Stop 10,10,104.683,-2.9676
Koridor 5,teman_bus,TB_5_11,Stop 11,11,104.683,-2.96763
Koridor 5,teman_bus,TB_5_12,Stop 12,12,104.683,-2.96766
Koridor 5,teman_bus,TB_5_13,Stop 13,13,104.685,-2.96851
Koridor 5,teman_bus,TB_5_14,Stop 14,14,104.686,-2.97157
Koridor 5,teman_bus,TB_5_15,Stop 15,15,104.686,-2.97162
Koridor 5,teman_bus,TB_5_16,Stop 16,16,104.688,-2.97196
Koridor 5,teman_bus,TB_5_17,Stop 17,17,104.689,-2.97209
Koridor 5,teman_bus,TB_5_18,Stop 18,18,104.69,-2.97402
Koridor 5,teman_bus,TB_5_19,Stop 19,19,104.69,-2.97418
Koridor 5,teman_bus,TB_5_20,Stop 20,20,104.691,-2.97455
Koridor 5,teman_bus,TB_5_21,Stop 21,21,104.692,-2.97482
Koridor 5,teman_bus,TB_5_22,Stop 22,22,104.693,-2.97476
Koridor 5,teman_bus,TB_5_23,Stop 23,23,104.693,-2.9747
Koridor 5,teman_bus,TB_5_24,Stop 24,24,104.695,-2.97484
Koridor 5,teman_bus,TB_5_25,Stop 25,25,104.695,-2.97492
Koridor 5,teman_bus,TB_5_26,Stop 26,26,104.695,-2.97496
Koridor 5,teman_bus,TB_5_27,Stop 27,27,104.698,-2.9774
Koridor 5,teman_bus,TB_5_28,Stop 28,28,104.699,-2.97789
Koridor 5,teman_bus,TB_5_29,Stop 29,29,104.7,-2.97824
Koridor 5,teman_bus,TB_5_30,Stop 30,30,104.7,-2.97833
Koridor 5,teman_bus,TB_5_31,Stop 31,31,104.7,-2.97834
Koridor 5,teman_bus,TB_5_32,Stop 32,32,104.702,-2.97984
Koridor 5,teman_bus,TB_5_33,Stop 33,33,104.702,-2.97984
Koridor 5,teman_bus,TB_5_34,Stop 34,34,104.704,-2.98168
Koridor 5,teman_bus,TB_5_35,Stop 35,35,104.704,-2.98175
Koridor 5,teman_bus,TB_5_36,Stop 36,36,104.707,-2.98153
Koridor 5,teman_bus,TB_5_37,Stop 37,37,104.707,-2.98154
Koridor 5,teman_bus,TB_5_38,Stop 38,38,104.708,-2.98154
Koridor 5,teman_bus,TB_5_39,Stop 39,39,104.709,-2.98134
Koridor 5,teman_bus,TB_5_40,Stop 40,40,104.711,-2.98202
Koridor 5,teman_bus,TB_5_41,Stop 41,41,104.712,-2.98245
Koridor 5,teman_bus,TB_5_42,Stop 42,42,104.712,-2.98241
Koridor 5,teman_bus,TB_5_43,Stop 43,43,104.713,-2.98206
Koridor 5,teman_bus,TB_5_44,Stop 44,44,104.714,-2.98166
Koridor 5,teman_bus,TB_5_45,Stop 45,45,104.714,-2.98158
Koridor 5,teman_bus,TB_5_46,Stop 46,46,104.716,-2.98057
Koridor 5,teman_bus,TB_5_47,Stop 47,47,104.714,-2.97502
Koridor 5,teman_bus,TB_5_48,Stop 48,48,104.714,-2.97577
Koridor 5,teman_bus,TB_5_49,Stop 49,49,104.715,-2.97581
Koridor 5,teman_bus,TB_5_50,Stop 50,50,104.716,-2.98112
Koridor 5,teman_bus,TB_5_51,Stop 51,51,104.716,-2.98121
Koridor 5,teman_bus,TB_5_52,Stop 52,52,104.717,-2.98228
Koridor 5,teman_bus,TB_5_53,Stop 53,53,104.718,-2.98427
Koridor 5,teman_bus,TB_5_54,Stop 54,54,104.718,-2.98574
Koridor 5,teman_bus,TB_5_55,Stop 55,55,104.718,-2.98601
Koridor 5,teman_bus,TB_5_56,Stop 56,56,104.718,-2.98626
Koridor 5,teman_bus,TB_5_57,Stop 57,57,104.718,-2.98623
Koridor 5,teman_bus,TB_5_58,Stop 58,58,104.718,-2.98628
Koridor 5,teman_bus,TB_5_59,Stop 59,59,104.718,-2.98636
Koridor 5,teman_bus,TB_5_60,Stop 60,60,104.72,-2.98718
Koridor 5,teman_bus,TB_5_61,Stop 61,61,104.721,-2.98702
Koridor 5,teman_bus,TB_5_62,Stop 62,62,104.721,-2.98696
Koridor 5,teman_bus,TB_5_63,Stop 63,63,104.723,-2.98692
Koridor 5,teman_bus,TB_5_64,Stop 64,64,104.723,-2.98695
Koridor 5,teman_bus,TB_5_65,Stop 65,65,104.723,-2.98696
Koridor 5,teman_bus,TB_5_66,Stop 66,66,104.725,-2.98625
Koridor 5,teman_bus,TB_5_67,Stop 67,67,104.725,-2.9854
Koridor 5,teman_bus,TB_5_68,Stop 68,68,104.724,-2.98435
Koridor 5,teman_bus,TB_5_69,Stop 69,69,104.724,-2.98377
Koridor 5,teman_bus,TB_5_70,Stop 70,70,104.724,-2.98246
Koridor 5,teman_bus,TB_5_71,Stop 71,71,104.724,-2.98047
Koridor 5,teman_bus,TB_5_72,Stop 72,72,104.725,-2.97849
Koridor 5,teman_bus,TB_5_73,Stop 73,73,104.725,-2.97652
Koridor 5,teman_bus,TB_5_74,Stop 74,74,104.726,-2.97642
Koridor 5,teman_bus,TB_5_75,Stop 75,75,104.726,-2.97627
Koridor 5,teman_bus,TB_5_76,Stop 76,76,104.726,-2.97588
Koridor 5,teman_bus,TB_5_77,Stop 77,77,104.727,-2.97456
Koridor 5,teman_bus,TB_5_78,Stop 78,78,104.727,-2.9745
Koridor 5,teman_bus,TB_5_79,Stop 79,79,104.727,-2.97416
Koridor 5,teman_bus,TB_5_80,Stop 80,80,104.728,-2.97394
Koridor 5,teman_bus,TB_5_81,Stop 81,81,104.729,-2.97254
Koridor 5,teman_bus,TB_5_82,Stop 82,82,104.731,-2.97091
Koridor 5,teman_bus,TB_5_83,Stop 83,83,104.733,-2.96965
Koridor 5,teman_bus,TB_5_84,Stop 84,84,104.733,-2.96926
Koridor 5,teman_bus,TB_5_85,Stop 85,85,104.737,-2.97065
Koridor 5,teman_bus,TB_5_86,Stop 86,86,104.737,-2.97068
Koridor 5,teman_bus,TB_5_87,Stop 87,87,104.738,-2.97081
Koridor 5,teman_bus,TB_5_88,Stop 88,88,104.739,-2.97126
Koridor 5,teman_bus,TB_5_89,Stop 89,89,104.742,-2.97493
Koridor 5,teman_bus,TB_5_90,Stop 90,90,104.742,-2.97533
Koridor 5,teman_bus,TB_5_91,Stop 91,91,104.745,-2.97674
Koridor 5,teman_bus,TB_5_92,Stop 92,92,104.744,-2.97933
Koridor 5,teman_bus,TB_5_93,Stop 93,93,104.741,-2.97778
Koridor 5,teman_bus,TB_5_94,Stop 94,94,104.741,-2.9777
Koridor 5,teman_bus,TB_5_95,Stop 95,95,104.741,-2.97766
Koridor 5,teman_bus,TB_5_96,Stop 96,96,104.741,-2.97762
Koridor 5,teman_bus,TB_5_97,Stop 97,97,104.738,-2.97484
LRT Sumsel,lrt,LRT_1,Stasiun LRT Punti Kayu,1,104.72382,-2.940535
LRT Sumsel,lrt,LRT_2,Stasiun LRT RSDU Prov Sumsel,2,104.732686,-2.948308
LRT Sumsel,lrt,LRT_3,Stasiun LRT Garuda Dempo,3,104.735784,-2.956055
LRT Sumsel,lrt,LRT_4,Stasiun LRT Demang,4,104.736048,-2.964308
LRT Sumsel,lrt,LRT_5,Stasiun LRT Bandara SMB 2,5,104.705661,-2.894114
LRT Sumsel,lrt,LRT_6,Stasiun LRT Asrama Haji,6,104.71165,-2.919806
LRT Sumsel,lrt,LRT_7,Stasiun LRT Bumi Sriwijaya,7,104.744793,-2.977152
LRT Sumsel,lrt,LRT_8,Stasiun LRT Dishub,8,104.749119,-2.978429
LRT Sumsel,lrt,LRT_9,Stasiun LRT Pasar Cinde,9,104.756007,-2.980622
LRT Sumsel,lrt,LRT_10,Stasiun LRT Pasar 16 Ilir,10,104.761762,-2.988717
LRT Sumsel,lrt,LRT_11,Stasiun LRT Polresta,11,104.772349,-3.004957
LRT Sumsel,lrt,LRT_12,Stasiun LRT Jakabaring,12,104.784621,-3.023214
LRT Sumsel,lrt,LRT_13,Stasiun LRT DJKA,13,104.790251,-3.031568
